,perf,st_dev,max_dd,sharpe,calmar,weeks
VB_gross,0.10813704003582236,0.12339606733044164,-0.17334230924176053,0.8763410566905895,0.6238352339301285,712.0
VB_net10,0.08865101135945896,0.12377032160423519,-0.18632298710659234,0.7162541892952914,0.475792132447636,712.0
VB_net25,0.06004184797871548,0.12439448191310863,-0.2054740717307626,0.4826729213009271,0.2922113114952513,712.0
B2_SHY,0.014045773916032456,0.013365902537342692,-0.05572394894379917,1.0508661032646531,0.2520599164678446,712.0
B3_GLD,0.07211415703022572,0.1619897596652565,-0.38306477360832536,0.4451772579899243,0.18825577813103936,712.0
B5_EW,0.08233133945767657,0.11838693607019166,-0.24308249947625293,0.6954427759568191,0.33869710750493426,712.0
